ID,Name,Rating,Position,Alt-Pos1,Alt-Pos2,Alt-Pos3,Nation,Club,Card Type,ST,RW,LW,CF,CAM,CM,RM,LM,CDM,CB,LB,LWB,RB,RWB
20281,Karim Benzema,92,CF,ST,,,France,Al Ittihad,radioactive,91.0,89.0,89.0,91.0,90.0,84.0,88.0,88.0,66.0,58.0,62.0,66.0,62.0,66.0
19986,Kevin De Bruyne,92,CM,CAM,,,Belgium,Manchester City,centurions,85.0,89.0,89.0,89.0,91.0,91.0,90.0,90.0,81.0,71.0,77.0,81.0,77.0,81.0
18989,Gerd Muller,92,ST,CF,,,Germany,EA FC ICONS,icon,91.0,86.0,86.0,89.0,86.0,78.0,84.0,84.0,63.0,58.0,62.0,65.0,62.0,65.0
20474,Justin Kluivert,92,CAM,CM,,,France,EA FC ICONS,dynasties_icon,87.0,89.0,89.0,89.0,90.0,89.0,89.0,89.0,82.0,77.0,80.0,82.0,80.0,82.0
18914,Lev Yashin,92,GK,,,,Russia,EA FC ICONS,icon,,,,,,,,,,,,,,
18982,Mane Garrincha,92,RW,RM,,,Brazil,EA FC ICONS,icon,86.0,92.0,92.0,91.0,92.0,86.0,92.0,92.0,67.0,53.0,65.0,71.0,65.0,71.0
19845,Harry Kane,92,ST,CF,,,England,FC Bayern Munchen,trailblazers,92.0,88.0,88.0,91.0,89.0,86.0,88.0,88.0,72.0,65.0,68.0,71.0,68.0,71.0
18988,Paolo Maldini,92,CB,LB,,,Italy,EA FC ICONS,icon,69.0,69.0,69.0,68.0,69.0,75.0,72.0,72.0,87.0,91.0,88.0,86.0,88.0,86.0
20224,Kadidiatou Diani,92,RW,RM,ST,,France,OL,thunderstruck,90.0,91.0,91.0,91.0,91.0,86.0,90.0,90.0,74.0,70.0,75.0,77.0,75.0,77.0
19643,Victor Osimhen,92,ST,CF,,,Nigeria,Napoli FC,ucl_live,92.0,88.0,88.0,90.0,87.0,79.0,86.0,86.0,65.0,62.0,64.0,67.0,64.0,67.0
19954,Erling Haaland,92,ST,CF,,,Norway,Manchester City,if,91.0,83.0,83.0,88.0,84.0,76.0,80.0,80.0,64.0,63.0,62.0,63.0,62.0,63.0
20220,Neymar Jr,92,CAM,LM,LW,,Brazil,Al Hilal,thunderstruck,86.0,92.0,92.0,91.0,92.0,86.0,91.0,91.0,67.0,54.0,65.0,70.0,65.0,70.0
19776,Kylian Mbappe,92,ST,CF,LW,,France,Paris SG,trailblazers,91.0,92.0,92.0,92.0,90.0,82.0,90.0,90.0,64.0,55.0,64.0,69.0,64.0,69.0
18991,Birgit Prinz,92,ST,CF,,,Germany,EA FC ICONS,icon,91.0,85.0,85.0,88.0,86.0,81.0,84.0,84.0,69.0,66.0,67.0,69.0,67.0,69.0
18990,Bobby Charlton,92,CAM,CF,,,England,EA FC ICONS,icon,89.0,90.0,90.0,91.0,91.0,86.0,89.0,89.0,70.0,61.0,67.0,71.0,67.0,71.0
18915,Ferenc Puskas,92,CF,ST,,,Hungary,EA FC ICONS,icon,91.0,92.0,92.0,92.0,92.0,86.0,91.0,91.0,69.0,58.0,67.0,71.0,67.0,71.0
20282,Sam Kerr,91,ST,CF,,,Australia,Chelsea,radioactive,90.0,88.0,88.0,89.0,87.0,79.0,86.0,86.0,63.0,60.0,62.0,65.0,62.0,65.0
20085,Mohamed Salah,91,RW,RM,,,Egypt,Liverpool,potm_epl,88.0,90.0,90.0,90.0,90.0,84.0,89.0,89.0,70.0,61.0,69.0,73.0,69.0,73.0
19777,Mohamed Salah,91,RW,RM,,,Egypt,Liverpool,trailblazers,88.0,90.0,90.0,90.0,89.0,84.0,89.0,89.0,70.0,60.0,69.0,73.0,69.0,73.0
19645,Bukayo Saka,91,RW,RM,,,England,Arsenal,ucl_live,85.0,91.0,91.0,90.0,90.0,86.0,90.0,90.0,78.0,70.0,79.0,82.0,79.0,82.0
19778,Caroline Graham Hansen,91,RW,RM,,,Norway,FC Barcelona,trailblazers,86.0,90.0,90.0,89.0,90.0,84.0,90.0,90.0,69.0,61.0,68.0,72.0,68.0,72.0
20238,Iker Casillas,91,GK,,,,Spain,EA FC ICONS,thunderstruck_icon,,,,,,,,,,,,,,
19913,Ruud Gullit,91,CF,CM,CAM,ST,Holland,EA FC ICONS,centurions_icon,90.0,89.0,89.0,90.0,90.0,90.0,89.0,89.0,87.0,84.0,85.0,86.0,85.0,86.0
20223,Marie Katoto,91,ST,CF,,,France,Paris SG,thunderstruck,90.0,86.0,86.0,88.0,87.0,79.0,85.0,85.0,61.0,57.0,61.0,64.0,61.0,64.0
18895,Robert Lewandowski,91,ST,CF,,,Poland,FC Barcelona,if,91.0,87.0,87.0,89.0,87.0,81.0,85.0,85.0,67.0,62.0,62.0,66.0,62.0,66.0
18918,Carlos Alberto Torres,91,RB,RWB,CB,,Brazil,EA FC ICONS,icon,78.0,82.0,82.0,81.0,82.0,82.0,83.0,83.0,85.0,87.0,88.0,88.0,88.0,88.0
20202,Vinicius Junior,91,LW,LM,,,Brazil,Real Madrid,thunderstruck,84.0,89.0,89.0,88.0,88.0,79.0,88.0,88.0,60.0,47.0,58.0,64.0,58.0,64.0
20258,Caroline Graham Hansen,91,RW,RM,,,Norway,FC Barcelona,if,87.0,90.0,90.0,90.0,90.0,84.0,90.0,90.0,69.0,61.0,68.0,72.0,68.0,72.0
20440,Paolo Maldini,91,LW,LM,CAM,CF,Brazil,EA FC ICONS,dynasties_icon,89.0,90.0,90.0,90.0,90.0,84.0,89.0,89.0,67.0,59.0,66.0,70.0,66.0,70.0
18916,Franco Baresi,91,CB,,,,Italy,EA FC ICONS,icon,64.0,67.0,67.0,66.0,70.0,78.0,70.0,70.0,89.0,90.0,87.0,84.0,87.0,84.0
19988,Aitana Bonmati Conca,91,CM,,,,Spain,FC Barcelona,centurions,84.0,88.0,88.0,89.0,91.0,90.0,88.0,88.0,85.0,77.0,80.0,82.0,80.0,82.0
18984,Zico,91,CAM,CM,CF,,Brazil,EA FC ICONS,icon,88.0,91.0,91.0,91.0,91.0,88.0,90.0,90.0,76.0,68.0,75.0,78.0,75.0,78.0
20180,Aitana Bonmati Conca,91,CM,,,,Spain,FC Barcelona,if,84.0,89.0,89.0,89.0,91.0,90.0,88.0,88.0,84.0,77.0,80.0,82.0,80.0,82.0
20123,Karim Benzema,91,ST,CF,,,France,Al Ittihad,if,90.0,88.0,88.0,90.0,89.0,83.0,87.0,87.0,65.0,57.0,61.0,65.0,61.0,65.0
20520,Bukayo Saka,91,RW,RM,,,England,Arsenal,totgs_ucl,85.0,92.0,92.0,90.0,91.0,87.0,91.0,91.0,79.0,71.0,80.0,83.0,80.0,83.0
19620,Harry Kane,91,ST,CF,,,England,FC Bayern Munchen,if,90.0,86.0,86.0,89.0,88.0,85.0,86.0,86.0,71.0,64.0,66.0,69.0,66.0,69.0
19605,Alexia Putellas Segura,91,CM,LW,,,Spain,FC Barcelona,nike,88.0,90.0,90.0,90.0,91.0,90.0,90.0,90.0,83.0,76.0,80.0,82.0,80.0,82.0
4,Gianluca Vialli,91,ST,CF,,,Italy,HERO,uefa_heroes_men,90.0,85.0,85.0,88.0,85.0,78.0,84.0,84.0,63.0,58.0,63.0,65.0,63.0,65.0
36,Alexia Putellas Segura,91,CM,LW,,,Spain,FC Barcelona,gold rare,88.0,90.0,90.0,90.0,91.0,90.0,90.0,90.0,83.0,76.0,80.0,82.0,80.0,82.0
37,Kevin De Bruyne,91,CM,CAM,,,Belgium,Manchester City,gold rare,83.0,87.0,87.0,88.0,89.0,90.0,88.0,88.0,80.0,70.0,75.0,79.0,75.0,79.0
35,Kylian Mbappe,91,ST,CF,LW,,France,Paris SG,gold rare,90.0,91.0,91.0,91.0,89.0,81.0,89.0,89.0,63.0,54.0,63.0,68.0,63.0,68.0
18983,Eusebio,91,CF,ST,,,Portugal,EA FC ICONS,icon,90.0,90.0,90.0,90.0,89.0,83.0,89.0,89.0,66.0,58.0,66.0,69.0,66.0,69.0
18917,Thierry Henry,91,ST,CF,LW,,France,EA FC ICONS,icon,90.0,89.0,89.0,89.0,88.0,82.0,88.0,88.0,69.0,63.0,69.0,72.0,69.0,72.0
18992,Homare Sawa,91,CM,CAM,,,Japan,EA FC ICONS,icon,88.0,90.0,90.0,90.0,91.0,91.0,90.0,90.0,86.0,81.0,84.0,86.0,84.0,86.0
18993,Roberto Baggio,91,CAM,CF,,,Italy,EA FC ICONS,icon,83.0,89.0,89.0,88.0,90.0,84.0,88.0,88.0,64.0,51.0,62.0,66.0,62.0,66.0
18919,Marcos Cafu,91,RWB,RB,,,Brazil,EA FC ICONS,icon,73.0,80.0,80.0,78.0,80.0,82.0,83.0,83.0,86.0,85.0,88.0,89.0,88.0,89.0
6,Wesley Sneijder,91,CAM,CM,LM,,Holland,HERO,uefa_heroes_men,85.0,89.0,89.0,89.0,91.0,89.0,90.0,90.0,78.0,66.0,73.0,77.0,73.0,77.0
20205,Bernardo Silva,91,CM,RW,,,Portugal,Manchester City,thunderstruck,83.0,90.0,90.0,89.0,91.0,90.0,90.0,90.0,83.0,74.0,81.0,84.0,81.0,84.0
20226,Kenny Dalglish,91,ST,CF,,,Scotland,EA FC ICONS,thunderstruck_icon,90.0,89.0,89.0,90.0,88.0,79.0,87.0,87.0,64.0,59.0,66.0,69.0,66.0,69.0
23,Erling Haaland,91,ST,CF,,,Norway,Manchester City,gold rare,90.0,82.0,82.0,86.0,82.0,74.0,79.0,79.0,63.0,62.0,60.0,62.0,60.0,62.0
18920,Marco van Basten,91,ST,CF,,,Holland,EA FC ICONS,icon,90.0,86.0,86.0,88.0,85.0,77.0,83.0,83.0,60.0,54.0,60.0,63.0,60.0,63.0
20182,Mohamed Salah,91,RW,RM,,,Egypt,Liverpool,if,88.0,90.0,90.0,90.0,90.0,84.0,89.0,89.0,70.0,61.0,69.0,73.0,69.0,73.0
5,Carlos Tevez,90,ST,CF,,,Argentina,HERO,uefa_heroes_men,89.0,88.0,88.0,90.0,88.0,82.0,88.0,88.0,69.0,63.0,66.0,70.0,66.0,70.0
20217,Kaka,90,CAM,,,,Brazil,EA FC ICONS,thunderstruck_icon,85.0,89.0,89.0,88.0,89.0,84.0,89.0,89.0,68.0,57.0,67.0,71.0,67.0,71.0
20215,Alessandro Nesta,90,CB,,,,Italy,EA FC ICONS,thunderstruck_icon,63.0,64.0,64.0,64.0,65.0,71.0,67.0,67.0,84.0,90.0,83.0,81.0,83.0,81.0
20317,Ada Hegerberg,90,ST,CF,,,Norway,OL,if,89.0,86.0,86.0,88.0,86.0,79.0,84.0,84.0,62.0,57.0,60.0,63.0,60.0,63.0
20230,Luis Figo,90,RW,RM,CAM,,Portugal,EA FC ICONS,thunderstruck_icon,85.0,90.0,90.0,89.0,89.0,83.0,89.0,89.0,67.0,56.0,65.0,70.0,65.0,70.0
20283,Federico Valverde,90,CM,RW,,,Uruguay,Real Madrid,radioactive,84.0,87.0,87.0,87.0,88.0,89.0,88.0,88.0,88.0,83.0,86.0,87.0,86.0,87.0
20102,David Ginola,90,LM,CAM,ST,LW,France,HERO,triple_threat_hero,89.0,90.0,90.0,90.0,90.0,85.0,90.0,90.0,74.0,69.0,72.0,75.0,72.0,75.0
20254,Abedi Pele,90,CAM,LM,CF,,Ghana,HERO,uefa_heroes_men,86.0,90.0,90.0,89.0,90.0,84.0,89.0,89.0,68.0,59.0,69.0,73.0,69.0,73.0
19915,Kelly Smith,90,ST,CF,,,England,EA FC ICONS,centurions_icon,90.0,90.0,90.0,91.0,90.0,84.0,89.0,89.0,67.0,62.0,68.0,71.0,68.0,71.0
19903,Alexandra Popp,90,ST,LM,CF,,Germany,VfL Wolfsburg,centurions,90.0,84.0,84.0,87.0,84.0,79.0,83.0,83.0,69.0,69.0,69.0,70.0,69.0,70.0
20103,Morientes,90,ST,CF,,,Spain,HERO,triple_threat_hero,90.0,86.0,86.0,88.0,85.0,79.0,84.0,84.0,66.0,63.0,65.0,67.0,65.0,67.0
20000,Javier Zanetti,90,RB,RWB,LB,CM,Argentina,EA FC ICONS,centurions_icon,76.0,81.0,81.0,79.0,81.0,84.0,84.0,84.0,87.0,85.0,88.0,88.0,88.0,88.0
19644,Bruno Fernandes,90,CAM,CM,,,Portugal,Manchester Utd,ucl_live,85.0,88.0,88.0,88.0,90.0,91.0,89.0,89.0,84.0,75.0,80.0,82.0,80.0,82.0
18921,Iker Casillas,90,GK,,,,Spain,EA FC ICONS,icon,,,,,,,,,,,,,,
7,Bixente Lizarazu,90,LWB,LB,,,France,HERO,uefa_heroes_men,76.0,81.0,81.0,79.0,81.0,84.0,84.0,84.0,87.0,84.0,88.0,88.0,88.0,88.0
39,Lionel Messi,90,CF,CAM,ST,,Argentina,Inter Miami CF,gold rare,85.0,90.0,90.0,89.0,91.0,85.0,89.0,89.0,63.0,49.0,59.0,64.0,59.0,64.0
40,Karim Benzema,90,CF,ST,,,France,Al Ittihad,gold rare,88.0,86.0,86.0,89.0,88.0,82.0,86.0,86.0,64.0,55.0,60.0,64.0,60.0,64.0
18997,Bobby Moore,90,CB,,,,England,EA FC ICONS,icon,72.0,73.0,73.0,73.0,76.0,83.0,76.0,76.0,89.0,89.0,86.0,85.0,86.0,85.0
3,Nadine Kessler,90,CM,CAM,,,Germany,HERO,uefa_heroes_women,87.0,89.0,89.0,89.0,90.0,91.0,89.0,89.0,86.0,81.0,83.0,85.0,83.0,85.0
32,Sam Kerr,90,ST,CF,,,Australia,Chelsea,gold rare,89.0,86.0,86.0,88.0,85.0,78.0,84.0,84.0,62.0,58.0,61.0,64.0,61.0,64.0
19901,Martin Odegaard,90,CAM,CM,,,Norway,Arsenal,centurions,84.0,89.0,89.0,88.0,90.0,89.0,89.0,89.0,80.0,69.0,77.0,80.0,77.0,80.0
19914,Jairzinho,90,RW,RM,ST,,Brazil,EA FC ICONS,centurions_icon,90.0,90.0,90.0,91.0,90.0,84.0,89.0,89.0,68.0,62.0,69.0,72.0,69.0,72.0
20475,Zinedine Zidane,90,CB,LB,,,Italy,EA FC ICONS,dynasties_icon,72.0,74.0,74.0,73.0,74.0,78.0,76.0,76.0,86.0,87.0,87.0,86.0,87.0,86.0
20451,Erling Haaland,90,CDM,CB,,,Germany,VfL Wolfsburg,dynasties,75.0,75.0,75.0,77.0,78.0,81.0,77.0,77.0,86.0,88.0,83.0,82.0,83.0,82.0
38,Aitana Bonmati Conca,90,CM,,,,Spain,FC Barcelona,gold rare,83.0,87.0,87.0,88.0,90.0,89.0,86.0,86.0,83.0,75.0,79.0,81.0,79.0,81.0
19779,Ruben Dias,90,CB,,,,Portugal,Manchester City,trailblazers,63.0,61.0,61.0,62.0,64.0,72.0,66.0,66.0,85.0,89.0,82.0,80.0,82.0,80.0
19819,Virgil van Dijk,90,CB,,,,Holland,Liverpool,if,72.0,69.0,69.0,71.0,72.0,77.0,71.0,71.0,86.0,89.0,82.0,80.0,82.0,80.0
18985,Roberto Carlos,90,LB,LWB,,,Brazil,EA FC ICONS,icon,82.0,82.0,82.0,81.0,81.0,83.0,83.0,83.0,86.0,85.0,88.0,88.0,88.0,88.0
20441,Rivaldo,90,CAM,CM,LM,,Romania,EA FC ICONS,dynasties_icon,84.0,89.0,89.0,89.0,90.0,85.0,89.0,89.0,68.0,56.0,66.0,71.0,66.0,71.0
19606,Sam Kerr,90,ST,CF,,,Australia,Chelsea,nike,89.0,86.0,86.0,88.0,85.0,78.0,84.0,84.0,62.0,58.0,61.0,64.0,61.0,64.0
18995,Lothar Matthaus,90,CM,CB,CDM,,Germany,EA FC ICONS,icon,85.0,85.0,85.0,86.0,86.0,89.0,86.0,86.0,89.0,87.0,88.0,88.0,88.0,88.0
18928,Rivaldo,90,LW,LM,CAM,CF,Brazil,EA FC ICONS,icon,87.0,89.0,89.0,89.0,89.0,83.0,88.0,88.0,66.0,57.0,65.0,69.0,65.0,69.0
18994,Alessandro Del Piero,90,CF,CAM,ST,,Italy,EA FC ICONS,icon,87.0,90.0,90.0,90.0,90.0,83.0,89.0,89.0,64.0,54.0,64.0,68.0,64.0,68.0
18927,Ruud Gullit,90,CF,CM,CAM,ST,Holland,EA FC ICONS,icon,89.0,87.0,87.0,89.0,88.0,89.0,88.0,88.0,85.0,83.0,84.0,84.0,84.0,84.0
20253,Diego Milito,90,ST,CF,,,Argentina,HERO,uefa_heroes_men,90.0,86.0,86.0,88.0,86.0,80.0,85.0,85.0,66.0,61.0,64.0,67.0,64.0,67.0
41,Thibaut Courtois,90,GK,,,,Belgium,Real Madrid,gold rare,,,,,,,,,,,,,,
42,Harry Kane,90,ST,CF,,,England,FC Bayern Munchen,gold rare,89.0,84.0,84.0,87.0,86.0,83.0,85.0,85.0,69.0,63.0,64.0,67.0,64.0,67.0
43,Caroline Graham Hansen,90,RW,RM,,,Norway,FC Barcelona,gold rare,85.0,89.0,89.0,88.0,89.0,83.0,89.0,89.0,68.0,60.0,67.0,71.0,67.0,71.0
18923,George Best,90,RW,RM,CAM,LW,Northern Ireland,EA FC ICONS,icon,87.0,89.0,89.0,89.0,88.0,83.0,88.0,88.0,70.0,63.0,72.0,74.0,72.0,74.0
18996,Camille Abily,90,CM,CAM,,,France,EA FC ICONS,icon,86.0,88.0,88.0,89.0,90.0,90.0,88.0,88.0,86.0,80.0,83.0,85.0,83.0,85.0
18924,Andrea Pirlo,90,CM,CDM,,,Italy,EA FC ICONS,icon,80.0,86.0,86.0,86.0,89.0,89.0,87.0,87.0,81.0,70.0,77.0,81.0,77.0,81.0
20521,Antoine Griezmann,90,ST,CF,,,France,Atletico de Madrid,totgs_ucl,90.0,90.0,90.0,91.0,91.0,89.0,90.0,90.0,77.0,71.0,76.0,78.0,76.0,78.0
18925,Xavier Hernandez,90,CM,,,,Spain,EA FC ICONS,icon,79.0,87.0,87.0,87.0,89.0,90.0,89.0,89.0,82.0,70.0,79.0,82.0,79.0,82.0
20018,ter Stegen,90,GK,,,,Germany,FC Barcelona,if,,,,,,,,,,,,,,
19654,Edin Dzeko,90,ST,CF,,,Bosnia and Herzegovina,Fenerbahce,conference,90.0,85.0,85.0,88.0,85.0,80.0,84.0,84.0,67.0,61.0,62.0,65.0,62.0,65.0
20216,Eric Cantona,90,CF,ST,,,France,EA FC ICONS,thunderstruck_icon,90.0,89.0,89.0,90.0,89.0,85.0,89.0,89.0,72.0,67.0,70.0,73.0,70.0,73.0
18926,Dennis Bergkamp,90,CF,CAM,ST,,Holland,EA FC ICONS,icon,86.0,88.0,88.0,89.0,88.0,82.0,87.0,87.0,64.0,53.0,61.0,66.0,61.0,66.0
44,Robert Lewandowski,90,ST,CF,,,Poland,FC Barcelona,gold rare,89.0,85.0,85.0,88.0,86.0,80.0,84.0,84.0,66.0,61.0,61.0,65.0,61.0,65.0
18896,Mohamed Salah,90,RW,RM,,,Egypt,Liverpool,if,86.0,89.0,89.0,89.0,88.0,83.0,88.0,88.0,69.0,59.0,68.0,72.0,68.0,72.0
20239,Lauren Hemp,90,LW,LM,,,England,Manchester City,thunderstruck,85.0,90.0,90.0,88.0,88.0,86.0,90.0,90.0,79.0,72.0,80.0,83.0,80.0,83.0
20232,Kim Little,90,CM,CDM,CAM,,Scotland,Arsenal,thunderstruck,85.0,90.0,90.0,90.0,91.0,91.0,91.0,91.0,82.0,72.0,81.0,84.0,81.0,84.0
20219,Edwin van der Sar,90,GK,,,,Holland,EA FC ICONS,thunderstruck_icon,,,,,,,,,,,,,,
20522,Jamal Musiala,90,CAM,CM,LM,,Germany,FC Bayern Munchen,totgs_ucl,83.0,89.0,89.0,89.0,90.0,86.0,88.0,88.0,78.0,69.0,77.0,79.0,77.0,79.0
19733,Ousmane Dembele,90,RW,RM,LW,,France,Paris SG,ucl_live,81.0,89.0,89.0,87.0,88.0,81.0,88.0,88.0,65.0,53.0,65.0,70.0,65.0,70.0
18922,Raul Gonzalez Blanco,90,CF,ST,,,Spain,EA FC ICONS,icon,90.0,87.0,87.0,90.0,88.0,81.0,86.0,86.0,64.0,58.0,64.0,66.0,64.0,66.0
19773,Heung Min Son,89,ST,LM,CF,LW,Korea Republic,Spurs,potm_epl,87.0,88.0,88.0,89.0,87.0,81.0,88.0,88.0,65.0,57.0,66.0,70.0,66.0,70.0
19051,Jean-Pierre Papin,89,ST,CF,,,France,HERO,heroes,89.0,83.0,83.0,86.0,83.0,75.0,81.0,81.0,61.0,58.0,62.0,64.0,62.0,64.0
20443,Rivaldo,89,CM,CAM,,,Argentina,EA FC ICONS,dynasties_icon,82.0,84.0,84.0,85.0,86.0,88.0,85.0,85.0,86.0,81.0,82.0,84.0,82.0,84.0
48,Ruben Dias,89,CB,,,,Portugal,Manchester City,gold rare,61.0,60.0,60.0,61.0,62.0,70.0,64.0,64.0,83.0,88.0,80.0,78.0,80.0,78.0
19780,Antoine Griezmann,89,ST,CF,,,France,Atletico de Madrid,trailblazers,88.0,89.0,89.0,90.0,90.0,87.0,88.0,88.0,75.0,69.0,74.0,76.0,74.0,76.0
19989,Jamal Musiala,89,CAM,CM,LM,,Germany,FC Bayern Munchen,centurions,81.0,87.0,87.0,87.0,88.0,85.0,87.0,87.0,76.0,68.0,76.0,78.0,76.0,78.0
19820,Bruno Fernandes,89,CAM,CM,,,Portugal,Manchester Utd,if,83.0,86.0,86.0,87.0,88.0,89.0,87.0,87.0,82.0,74.0,78.0,81.0,78.0,81.0
19727,Joao Pedro,89,ST,CAM,CF,,Brazil,Brighton,europa_live,91.0,89.0,89.0,90.0,89.0,81.0,88.0,88.0,63.0,58.0,65.0,68.0,65.0,68.0
19607,Virgil van Dijk,89,CB,,,,Holland,Liverpool,nike,70.0,67.0,67.0,69.0,70.0,75.0,70.0,70.0,84.0,88.0,81.0,79.0,81.0,79.0
